YEAR,STATE,Postal code,VMT,VMT (B),YEAR_STATE,Total deaths,Deaths per BVMT,Deaths involving drivers under 16,Deaths involving drivers under 16 per BVMT,Deaths involving drivers between 25 & 44,Deaths involving drivers between 25 & 44 per BVMT,Multi-vehicle deaths,Multi-vehicle deaths per BVMT,Bicyclist deaths,Bicyclist deaths per BVMT
2012,28,MS,38282,38.282,2012-28,582,15.202967452066247,5,0.13060968601431483,258,6.739459798338645,194,5.067655817355416,4,0.10448774881145187
2012,29,MO,68857,68.857,2012-29,826,11.995875510115166,5,0.0726142585358061,364,5.286318021406683,346,5.024906690677781,6,0.08713711024296732
2012,30,MT,11851,11.851,2012-30,205,17.298118302252973,4,0.33752425955615556,93,7.847439034680617,58,4.894101763564255,1,0.08438106488903889
2012,31,NE,19296,19.296,2012-31,212,10.986733001658376,6,0.3109452736318408,94,4.871475953565506,99,5.130597014925374,0,0
2012,32,NV,23936,23.936,2012-32,261,10.904077540106952,0,0,106,4.428475935828877,111,4.637366310160428,3,0.12533422459893048
2012,33,NH,12776,12.776,2012-33,108,8.453350031308704,0,0,43,3.3656856606136505,38,2.974326862867877,0,0
2012,34,NJ,73864,73.864,2012-34,589,7.974114588974331,0,0,280,3.790750568612585,251,3.3981371168634245,14,0.18953752843062927
2012,35,NM,25398,25.398,2012-35,366,14.41058351051264,3,0.11811953697141507,156,6.142215922513584,133,5.236632805732735,7,0.2756122529333018
2012,36,NY,127619,127.619,2012-36,1180,9.246272106817951,1,0.007835823819337246,494,3.8708969667525994,488,3.823882023836576,45,0.35261207187017607
2012,37,NC,103964,103.964,2012-37,1299,12.49470970720634,8,0.07694971336231772,600,5.771228502173829,502,4.828594513485437,27,0.25970528259782233
2012,38,ND,9628,9.628,2012-38,170,17.656834233485668,4,0.4154549231408392,89,9.243872039883673,83,8.620689655172413,0,0
2012,39,OH,112791,112.791,2012-39,1121,9.93873624668635,3,0.026597866851078546,484,4.291122518640671,543,4.814213900045217,18,0.15958720110647126
2012,40,OK,48445,48.445,2012-40,709,14.63515326659098,5,0.10320982557539478,351,7.245329755392714,306,6.316441325214161,5,0.10320982557539478
2012,41,OR,33184,33.184,2012-41,337,10.155496624879461,1,0.030135004821600773,136,4.0983606557377055,127,3.827145612343298,10,0.30135004821600775
2012,42,PA,99318,99.318,2012-42,1310,13.189955496486036,2,0.020137336635856543,548,5.517630238224693,583,5.870033629352182,16,0.16109869308685235
2012,44,RI,7909,7.909,2012-44,64,8.092047035023391,0,0,26,3.2873941079782525,21,2.6552029333670504,2,0.252876469844481
2012,45,SC,48849,48.849,2012-45,863,17.6666871379148,8,0.1637699850559889,393,8.045200515875454,347,7.103523101803518,13,0.26612622571598193
2012,46,SD,9032,9.032,2012-46,133,14.725420726306465,3,0.33215234720992026,56,6.200177147918512,58,6.421612046058459,0,0
2012,47,TN,71194,71.194,2012-47,1015,14.256819394892828,4,0.05618450993061213,457,6.419080259572436,433,6.081973199988763,8,0.11236901986122426
2012,48,TX,242314,242.314,2012-48,3408,14.064395783982766,12,0.049522520366136503,1737,7.1683848229982585,1610,6.644271482456648,56,0.23110509504197035
2012,49,UT,26345,26.345,2012-49,217,8.23685708863162,2,0.0759157335357753,106,4.0235338773960905,93,3.530081609413551,3,0.11387360030366293
2012,50,VT,7132,7.132,2012-50,77,10.796410544026921,0,0,26,3.645541222658441,30,4.2063937184520475,0,0
2012,51,VA,80522,80.522,2012-51,776,9.637117806313801,0,0,335,4.160353692158664,294,3.651176076103425,11,0.1366086286977472
2012,53,WA,56561,56.561,2012-53,438,7.743851770654691,0,0,217,3.836565831580064,185,3.2708049716235568,12,0.21216032248369018
2012,54,WV,19013,19.013,2012-54,339,17.829905853889443,2,0.10519118497869878,160,8.415294798295902,133,6.995213801083469,1,0.05259559248934939
2012,55,WI,54871,54.871,2012-55,615,11.208106285651802,4,0.07289825226440196,244,4.446793388128519,261,4.756610960252228,11,0.2004701937271054
2012,56,WY,9351,9.351,2012-56,122,13.046732969735856,0,0,54,5.7747834456207885,50,5.347021708908137,0,0
2013,1,AL,64945,64.945,2013-1,853,13.134190468858266,5,0.07698822080221727,424,6.528601124028024,362,5.57394718608053,6,0.09238586496266073
2013,2,AK,4589,4.589,2013-2,51,11.113532359991282,1,0.21791239921551533,25,5.447809980387883,19,4.140335585094792,1,0.21791239921551533
2013,4,AZ,60027,60.027,2013-4,849,14.143635364086162,7,0.1166141902810402,365,6.080597064654238,353,5.880687024172456,29,0.4831159311643094
2013,5,AR,32536,32.536,2013-5,498,15.306122448979592,2,0.06147037128104253,235,7.222768625522498,204,6.269977870666339,4,0.12294074256208506
2013,6,CA,322495,322.495,2013-6,3107,9.634257895471247,6,0.018604939611466843,1481,4.592319260763733,1292,4.006263663002527,147,0.4558210204809377
2013,8,CO,47969,47.969,2013-8,482,10.04815610081511,1,0.020846796889657904,210,4.37782734682816,211,4.398674143717818,12,0.25016156267589484
2013,9,CT,31277,31.277,2013-9,286,9.144099498033698,0,0,138,4.412187869680595,123,3.932602231671835,3,0.09591712760175208
2013,10,DE,9129,9.129,2013-10,99,10.844561288202433,0,0,38,4.162558878299923,51,5.58659217877095,1,0.10954102311315589
2013,11,DC,3474,3.474,2013-11,20,5.757052389176741,0,0,14,4.029936672423719,8,2.3028209556706964,1,0.28785261945883706
2013,12,FL,193238,193.238,2013-12,2403,12.435442304308676,6,0.0310497935188731,1121,5.801136422442791,1074,5.557913039878285,133,0.6882704230016871
2013,13,GA,109375,109.375,2013-13,1180,10.788571428571428,5,0.045714285714285714,561,5.129142857142857,487,4.452571428571429,28,0.256
2013,15,HI,10206,10.206,2013-15,102,9.994121105232217,0,0,54,5.291005291005291,36,3.5273368606701943,2,0.1959631589261219
2013,16,ID,16258,16.258,2013-16,214,13.162750645835898,1,0.06150818058801821,75,4.613113544101366,80,4.920654447041457,3,0.18452454176405464
2013,17,IL,104027,104.027,2013-17,991,9.52637296086593,2,0.01922577792303921,462,4.441154700222057,451,4.335412921645342,30,0.28838666884558817
2013,18,IN,76253,76.253,2013-18,784,10.281562692615372,5,0.06557119064167967,368,4.826039631227624,376,4.930953536254311,14,0.18359933379670307
2013,19,IA,31025,31.025,2013-19,317,10.217566478646253,1,0.03223207091055601,133,4.286865431103949,158,5.092667203867848,3,0.09669621273166801
2013,20,KS,29939,29.939,2013-20,350,11.690437222352116,5,0.16700624603360165,145,4.843181134974448,151,5.04358863021477,6,0.20040749524032198
2013,21,KY,48178,48.178,2013-21,638,13.242558844285774,0,0,276,5.728755863672216,293,6.0816140146955044,3,0.062269085474698
2013,22,LA,46638,46.638,2013-22,703,15.073545177752049,10,0.21441742784853554,367,7.869119602041255,313,6.711265491659162,14,0.30018439898794974
2013,23,ME,14108,14.108,2013-23,144,10.20697476609016,1,0.07088176920895946,58,4.1111426141196485,58,4.1111426141196485,4,0.28352707683583783
2013,24,MD,56330,56.33,2013-24,465,8.254926327001598,2,0.03550505947097461,204,3.6215160660394106,204,3.6215160660394106,6,0.10651517841292385
2013,25,MA,54776,54.776,2013-25,351,6.407915875565941,0,0,125,2.282021323207244,129,2.355046005549876,6,0.1095370235139477
2013,26,MI,95593,95.593,2013-26,947,9.906583118010733,5,0.052305085100373454,422,4.41454918247152,440,4.6028474888328645,27,0.28244745954201667
2013,27,MN,56929,56.929,2013-27,387,6.797941295297651,2,0.035131479562261765,168,2.951044283229988,205,3.6009766551318307,6,0.10539443868678529
2013,28,MS,38487,38.487,2013-28,613,15.927456024112036,2,0.051965598773611864,283,7.353132226466079,220,5.716215865097305,6,0.1558967963208356
2013,29,MO,68608,68.608,2013-29,757,11.03369869402985,9,0.13118003731343283,352,5.130597014925373,313,4.562150186567164,4,0.058302238805970144
2013,30,MT,12030,12.03,2013-30,229,19.035743973399835,5,0.41562759767248547,91,7.564422277639236,72,5.985037406483791,1,0.0831255195344971
2013,31,NE,19375,19.375,2013-31,211,10.890322580645162,3,0.15483870967741936,89,4.593548387096774,90,4.645161290322581,0,0
2013,32,NV,24170,24.17,2013-32,266,11.005378568473313,1,0.04137360364087712,137,5.668183698800165,128,5.295821266032271,7,0.2896152254861398
2013,33,NH,12786,12.786,2013-33,135,10.558423275457532,0,0,47,3.6758955107148443,52,4.066948224620679,4,0.3128421711246676
2013,34,NJ,73577,73.577,2013-34,542,7.366432444921647,1,0.013591203772918168,237,3.221115294181606,238,3.234706497954524,14,0.19027685282085435
2013,35,NM,25335,25.335,2013-35,311,12.27550819025064,2,0.0789421748569173,134,5.289125715413459,119,4.69705940398658,4,0.1578843497138346
2013,36,NY,125994,125.994,2013-36,1202,9.540136831912632,3,0.023810657650364303,521,4.135117545279934,456,3.6192199628553743,40,0.3174754353381907
2013,37,NC,104746,104.746,2013-37,1290,12.31550608137781,7,0.06682832757336796,605,5.775876883126802,565,5.3940007255647,22,0.21003188665915645
2013,38,ND,9462,9.462,2013-38,148,15.64151342210949,1,0.10568590150073981,70,7.3980131050517866,81,8.560558021559924,1,0.10568590150073981
2013,39,OH,113651,113.651,2013-39,989,8.702079172202621,6,0.05279320023580963,434,3.81870815039023,446,3.924294550861849,19,0.16717846741339715
2013,40,OK,48846,48.846,2013-40,678,13.880358678295051,5,0.10236252712606969,344,7.042541866273595,333,6.817344306596242,13,0.26614257052778123
2013,41,OR,33766,33.766,2013-41,313,9.269679559320027,0,0,136,4.0277201919090215,127,3.7611798850915124,3,0.08884676893916958
2013,42,PA,98694,98.694,2013-42,1210,12.260117129714065,2,0.02026465641275052,542,5.491721887855391,568,5.755162421221148,11,0.11145561027012786
2013,44,RI,7906,7.906,2013-44,65,8.221603845180876,0,0,30,3.794586390083481,23,2.9091828990640023,3,0.3794586390083481
2013,45,SC,49562,49.562,2013-45,767,15.475565957790243,3,0.06053024494572455,381,7.6873411081070175,303,6.11355473951818,15,0.30265122472862277
2013,46,SD,8926,8.926,2013-46,135,15.12435581447457,2,0.2240645305848084,62,6.946000448129061,63,7.058032713421465,0,0
2013,47,TN,71450,71.45,2013-47,995,13.925822253324002,1,0.013995801259622112,486,6.8019594121763465,451,6.312106368089573,8,0.1119664100769769
2013,48,TX,246103,246.103,2013-48,3389,13.770657001336838,12,0.048760072002372985,1701,6.911740206336371,1632,6.631369792322727,48,0.19504028800949194
2013,49,UT,26479,26.479,2013-49,220,8.308470863703313,3,0.11329732995959062,92,3.4744514520941125,90,3.3989198987877187,6,0.22659465991918123
2013,50,VT,7161,7.161,2013-50,69,9.635525764558023,0,0,22,3.0721966205837177,25,3.491132523390588,0,0
2013,51,VA,79896,79.896,2013-51,740,9.262040652848704,3,0.037548813457494744,327,4.092820666866927,292,3.6547511765294884,8,0.10013016921998598
2013,53,WA,56704,56.704,2013-53,436,7.689051918735892,2,0.03527088036117382,182,3.209650112866817,183,3.227285553047404,11,0.19398984198645597
2013,54,WV,18685,18.685,2013-54,332,17.76826331281777,1,0.053518865400053524,155,8.295424137008297,126,6.7433770404067435,0,0
2013,55,WI,54839,54.839,2013-55,543,9.901712285052609,2,0.036470395156731526,250,4.558799394591441,262,4.77762176553183,10,0.1823519757836576
2013,56,WY,9233,9.233,2013-56,86,9.314415682876637,1,0.10830715910321671,39,4.223979205025452,37,4.007364886819018,0,0
2014,1,AL,66241,66.241,2014-1,820,12.379040171494996,4,0.06038556181217071,374,5.646050029437961,320,4.830844944973657,9,0.1358675140773841
2014,2,AK,4890,4.89,2014-2,73,14.928425357873211,0,0,34,6.952965235173824,32,6.543967280163599,3,0.6134969325153374
2014,4,AZ,61529,61.529,2014-4,773,12.563181589169334,2,0.03250499764338767,341,5.5421020981975975,316,5.135789627655251,26,0.4225649693640397
2014,5,AR,33723,33.723,2014-5,470,13.937075586395043,2,0.059306704622957625,224,6.642350917771254,217,6.434777451590903,7,0.2075734661803517
2014,6,CA,336442,336.442,2014-6,3102,9.220014148055236,6,0.017833683071673573,1438,4.274139376177766,1344,3.9947450080548803,129,0.3834241860409818
2014,8,CO,48927,48.927,2014-8,488,9.974042961963741,1,0.02043861262697488,211,4.3125472642917,225,4.598687841069348,10,0.2043861262697488
2014,9,CT,31055,31.055,2014-9,248,7.985831589116084,1,0.03220093382708099,107,3.4454999194976654,101,3.2522943165351794,4,0.12880373530832395
2014,10,DE,9340,9.34,2014-10,124,13.276231263383298,0,0,56,5.995717344753747,58,6.209850107066381,3,0.32119914346895073
2014,11,DC,3622,3.622,2014-11,23,6.350082827167311,0,0,13,3.5891772501380452,8,2.2087244616234125,1,0.27609055770292656
2014,12,FL,197738,197.738,2014-12,2494,12.612649060878537,6,0.030343181381423903,1134,5.734861281089118,1136,5.744975674882926,138,0.6978931717727498
2014,13,GA,111463,111.463,2014-13,1164,10.442927249401148,11,0.09868745682423764,585,5.2483783856526385,511,4.58448094883504,19,0.1704601526964105
2014,15,HI,11454,11.454,2014-15,95,8.294045748210232,0,0,37,3.2303125545660905,28,2.4445608521040683,4,0.34922297887200976
2014,16,ID,16383,16.383,2014-16,186,11.3532320087896,3,0.18311664530305805,80,4.883110541414881,60,3.6623329060611614,2,0.12207776353537204
2014,17,IL,105986,105.986,2014-17,924,8.71813258354877,3,0.028305625271262243,425,4.0099635800954845,420,3.962787537976714,27,0.2547506274413602
2014,18,IN,83156,83.156,2014-18,745,8.959064890086102,5,0.06012795228245706,356,4.281110202510943,370,4.449468468901823,12,0.14430708547789695
2014,19,IA,31762,31.762,2014-19,322,10.137900635980102,3,0.09445249039733014,122,3.841067942824759,156,4.9115295006611674,4,0.12593665386310685
2014,20,KS,30591,30.591,2014-20,385,12.585400934915498,7,0.22882547154391814,189,6.178287731685789,192,6.276355790918897,7,0.22882547154391814
2014,21,KY,47334,47.334,2014-21,672,14.19698314108252,4,0.08450585203025308,315,6.654835847382431,288,6.084421346178223,4,0.08450585203025308
2014,22,LA,48172,48.172,2014-22,740,15.361620858590053,6,0.12455368263721665,356,7.390185169808188,286,5.937058872373994,13,0.2698663123806361
2014,23,ME,14116,14.116,2014-23,131,9.280249362425616,0,0,56,3.967129498441485,65,4.604703882119581,2,0.1416831963729102
2014,24,MD,57417,57.417,2014-24,442,7.698068516293084,0,0,231,4.023198704216521,201,3.500705366006583,5,0.08708222303498964
2014,25,MA,56854,56.854,2014-25,354,6.226474830267,0,0,154,2.708692440285644,113,1.987547050339466,8,0.14071129559925424
2014,26,MI,95793,95.793,2014-26,901,9.405697702337331,4,0.04175670456087605,393,4.102596223106072,449,4.687190086958337,22,0.22966187508481828
2014,27,MN,56886,56.886,2014-27,361,6.346025384101536,2,0.03515803536898358,182,3.1993812185775057,209,3.674014696058784,5,0.08789508842245895
2014,28,MS,39611,39.611,2014-28,607,15.324026154351065,8,0.2019641008810684,268,6.765797379515791,245,6.18515058948272,6,0.15147307566080132
2014,29,MO,70235,70.235,2014-29,766,10.906243325977076,9,0.12814124012244607,358,5.097173773759522,347,4.940556702498754,5,0.07118957784580338
2014,30,MT,12407,12.407,2014-30,192,15.475135004432982,3,0.24179898444426534,82,6.609172241476585,58,4.674780365922463,2,0.16119932296284356
2014,31,NE,19833,19.833,2014-31,225,11.344728482831645,4,0.20168406191700702,103,5.193364594362931,111,5.596732718196945,2,0.10084203095850351
2014,32,NV,25296,25.296,2014-32,291,11.503795066413662,1,0.03953194180898166,119,4.704301075268817,125,4.941492726122707,8,0.3162555344718533
2014,33,NH,13069,13.069,2014-33,95,7.269110107888897,0,0,37,2.8311270946514653,38,2.9076440431555586,3,0.22955084551228094
2014,34,NJ,73761,73.761,2014-34,556,7.537858760049349,0,0,241,3.267309282683261,239,3.2401946828269685,11,0.14913029920960943
2014,35,NM,25746,25.746,2014-35,386,14.992620212848598,2,0.07768197001475957,182,7.0690592713431215,144,5.59310184106269,5,0.19420492503689896
2014,36,NY,135461,135.461,2014-36,1041,7.684868707598496,0,0,442,3.262931766338651,406,2.997172617949077,46,0.3395811340533437
2014,37,NC,105966,105.966,2014-37,1284,12.117094162278468,6,0.05662193533774985,574,5.416831813978069,551,5.199781061850028,19,0.17930279523620785
2014,38,ND,10198,10.198,2014-38,135,13.237889782310257,3,0.2941753284957835,62,6.079623455579525,60,5.88350656991567,3,0.2941753284957835
2014,39,OH,112413,112.413,2014-39,1006,8.94914289272593,3,0.026687304849083292,477,4.243281471004243,492,4.37671799524966,11,0.0978534511133054
2014,40,OK,48702,48.702,2014-40,669,13.736602192928423,3,0.06159911297277319,328,6.734836351689869,348,7.145497104841691,4,0.08213215063036426
2014,41,OR,34411,34.411,2014-41,357,10.37458952079277,1,0.029060474848159018,152,4.417192176920171,144,4.184708378134898,7,0.20342332393711313
2014,42,PA,99000,99,2014-42,1195,12.070707070707071,5,0.050505050505050504,515,5.202020202020202,556,5.616161616161616,19,0.1919191919191919
2014,44,RI,7732,7.732,2014-44,51,6.595964821520952,0,0,14,1.810657009829281,12,1.5519917227108122,0,0
2014,45,SC,50362,50.362,2014-45,823,16.341686191970137,1,0.01985624081648862,392,7.78364640006354,328,6.512846987808268,14,0.2779873714308407
2014,46,SD,9299,9.299,2014-46,136,14.625228519195613,3,0.3226153349822562,46,4.946768469727928,59,6.344768254651038,2,0.2150768899881708
2014,47,TN,71877,71.877,2014-47,963,13.39788805876706,4,0.05565062537390264,448,6.232870041877096,425,5.912878945977156,5,0.0695632817173783
2014,48,TX,251307,251.307,2014-48,3536,14.070439741033876,14,0.05570875463079023,1836,7.305805250152205,1700,6.764634490881671,50,0.19895983796710798
2014,49,UT,27725,27.725,2014-49,256,9.233543733092876,5,0.18034265103697023,129,4.652840396753832,116,4.1839495040577095,7,0.25247971145175835
2014,50,VT,7153,7.153,2014-50,44,6.151265203411157,1,0.1398014818957081,11,1.5378163008527892,16,2.2368237103313295,0,0
2014,51,VA,81306,81.306,2014-51,703,8.646348362974443,0,0,301,3.702063808329029,280,3.443780286817701,12,0.14759058372075862
2014,53,WA,57630,57.63,2014-53,462,8.01665799062988,4,0.0694082942911678,206,3.5745271559951415,196,3.4010064202672217,7,0.12146451500954364
2014,54,WV,19079,19.079,2014-54,272,14.256512395827873,3,0.15724094554221918,112,5.870328633576183,115,6.027569579118402,2,0.10482729702814612
2014,55,WI,59800,59.8,2014-55,506,8.461538461538462,0,0,227,3.795986622073579,235,3.9297658862876257,4,0.06688963210702341
2014,56,WY,9444,9.444,2014-56,149,15.777213045319778,3,0.31766200762388813,80,8.470986869970352,61,6.459127488352393,5,0.529436679373147
2015,1,AL,67868,67.868,2015-1,849,12.509577414982024,4,0.05893793835091649,412,6.070607650144399,381,5.613838627924796,9,0.1326103612895621
2015,2,AK,4969,4.969,2015-2,65,13.081102837593077,0,0,35,7.043670758703964,24,4.82994566311129,0,0
2015,4,AZ,64957,64.957,2015-4,893,13.747556075557679,4,0.06157919854673092,418,6.435026248133381,409,6.296473051403237,29,0.4464491894637992
2015,5,AR,35484,35.484,2015-5,531,14.964491038214407,6,0.16909029421711194,276,7.778153533987148,266,7.496336376958629,3,0.08454514710855597
2015,6,CA,350729,350.729,2015-6,3176,9.05542455856231,9,0.025660837854868005,1495,4.262550288114185,1418,4.043007564244759,129,0.3678053425864414
2015,8,CO,51132,51.132,2015-8,546,10.678244543534381,1,0.01955722443870766,264,5.163107251818822,247,4.830634436360792,13,0.2542439177031996
2015,9,CT,31363,31.363,2015-9,266,8.481331505276918,3,0.09565411472116826,129,4.113126933010235,113,3.602971654497338,3,0.09565411472116826
2015,10,DE,9898,9.898,2015-10,126,12.72984441301273,0,0,54,5.4556476055768846,59,5.960800161648818,3,0.30309153364316027
2015,11,DC,3543,3.543,2015-11,23,6.491673722833756,0,0,13,3.66920688681908,8,2.257973468811741,1,0.28224668360146765
2015,12,FL,211710,211.71,2015-12,2939,13.882197345425345,10,0.04723442444853809,1401,6.617542865240186,1382,6.527797458787965,150,0.7085163667280714
2015,13,GA,116566,116.566,2015-13,1430,12.267728154007171,7,0.060051816138496646,684,5.867920319818815,669,5.739237856664894,23,0.1973131101693461
2015,15,HI,11119,11.119,2015-15,94,8.453997661660221,0,0,45,4.047126540156489,41,3.6873819588092456,2,0.17987229067362173
2015,16,ID,16981,16.981,2015-16,216,12.72009893410282,3,0.17666804075142806,96,5.653377304045698,85,5.005594487957128,0,0
2015,17,IL,107339,107.339,2015-17,998,9.297645776465219,5,0.046581391665657404,437,4.071213631578457,435,4.052581074912194,26,0.2422232366614185
2015,18,IN,81945,81.945,2015-18,821,10.018915125999147,6,0.07321984257733846,375,4.576240161083654,381,4.649460003660993,12,0.14643968515467692
2015,19,IA,31684,31.684,2015-19,320,10.099734881959348,5,0.1578083575306148,128,4.039893952783739,161,5.081429112485797,5,0.1578083575306148
2015,20,KS,31664,31.664,2015-20,355,11.211470439615967,7,0.2210712481051036,139,4.389843355229914,143,4.516169782718545,3,0.09474482061647296
2015,21,KY,48743,48.743,2015-21,761,15.612498204870443,2,0.04103153273290524,382,7.8370227519849,372,7.631865088320374,7,0.14361036456516832
2015,22,LA,49220,49.22,2015-22,726,14.750101584721659,2,0.04063388866314507,364,7.3953677366924016,321,6.521739130434783,34,0.6907761072734661
2015,23,ME,14575,14.575,2015-23,156,10.703259005145798,0,0,79,5.42024013722127,52,3.567753001715266,0,0
2015,24,MD,57695,57.695,2015-24,513,8.891585059363896,1,0.01733252448219083,243,4.211803449172372,249,4.315798596065517,10,0.1733252448219083
2015,25,MA,57790,57.79,2015-25,306,5.295033742862087,1,0.017304031839418584,140,2.422564457518602,122,2.1110918844090674,9,0.15573628655476726
2015,26,MI,101058,101.058,2015-26,963,9.529181262245443,6,0.05937184587068812,440,4.353935363850462,451,4.462783747946723,33,0.3265451522887846
2015,27,MN,59383,59.383,2015-27,411,6.921172726201101,1,0.016839836316791,183,3.081690045972753,217,3.654244480743647,10,0.16839836316791
2015,28,MS,40877,40.877,2015-28,677,16.561880764243952,5,0.12231817403429801,326,7.97514494703623,283,6.923208650341267,5,0.12231817403429801
2015,29,MO,73366,73.366,2015-29,869,11.844723713981953,9,0.12267262764768422,388,5.288553280811275,398,5.424856200419813,9,0.12267262764768422
2015,30,MT,12779,12.779,2015-30,224,17.528758118788637,6,0.46952030675326706,97,7.590578292511151,72,5.634243681039205,1,0.07825338445887785
2015,31,NE,20356,20.356,2015-31,246,12.084888976223226,1,0.04912556494399685,107,5.256435449007663,131,6.435449007663587,4,0.1965022597759874
2015,32,NV,26048,26.048,2015-32,325,12.476965601965603,2,0.07678132678132679,165,6.33445945945946,138,5.297911547911548,10,0.38390663390663393
2015,33,NH,13267,13.267,2015-33,114,8.592748925906385,0,0,39,2.939624632546921,44,3.316499585437552,3,0.22612497173437854
2015,34,NJ,75957,75.957,2015-34,562,7.39892307489764,1,0.013165343549639929,240,3.159682451913583,226,2.975367642218624,18,0.2369761838935187
2015,35,NM,25952,25.952,2015-35,298,11.482737361282366,1,0.03853267570900123,154,5.9340320591861895,104,4.007398273736128,7,0.2697287299630086
2015,36,NY,133905,133.905,2015-36,1121,8.37160673611889,2,0.014935962062656362,500,3.73399051566409,451,3.3680594451290093,36,0.2688473171278145
2015,37,NC,111667,111.667,2015-37,1379,12.34921686800935,1,0.008955197148665228,652,5.838788540929729,643,5.758191766591741,23,0.20596953441930024
2015,38,ND,10397,10.397,2015-38,131,12.599788400500143,3,0.2885447725305377,66,6.347984995671828,61,5.867077041454266,1,0.09618159084351255
2015,39,OH,116201,116.201,2015-39,1110,9.552413490417466,1,0.008605777919295015,508,4.371735183001868,552,4.750389411450849,25,0.2151444479823754
2015,40,OK,47991,47.991,2015-40,643,13.398345523118918,7,0.14586068221124796,306,6.376195536663125,308,6.417870017294909,6,0.12502344189535539
2015,41,OR,36330,36.33,2015-41,447,12.303881090008257,0,0,197,5.422515827140105,169,4.6518029176988716,8,0.2202036884117809
2015,42,PA,101450,101.45,2015-42,1200,11.828486939379005,3,0.02957121734844751,527,5.194677180877279,550,5.4213898472153765,16,0.15771315919172005
2015,44,RI,7730,7.73,2015-44,45,5.821474773609314,0,0,20,2.5873221216041395,18,2.3285899094437257,0,0
2015,45,SC,52035,52.035,2015-45,977,18.775823964639187,3,0.057653502450273855,484,9.301431728644182,462,8.878639377342173,16,0.3074853464014606
2015,46,SD,9599,9.599,2015-46,133,13.855609959370767,4,0.4167100739660381,57,5.938118554016043,63,6.5631836649651,1,0.10417751849150952
2015,47,TN,75129,75.129,2015-47,958,12.751400923744493,6,0.07986263626562312,449,5.97638728054413,449,5.97638728054413,10,0.13310439377603853
2015,48,TX,253509,253.509,2015-48,3516,13.869330082955635,16,0.06311413007033281,1797,7.088505733524254,1779,7.01750233719513,50,0.19723165646979005
2015,49,UT,28728,28.728,2015-49,276,9.60735171261487,2,0.06961849067112225,147,5.116959064327485,133,4.62962962962963,5,0.17404622667780562
2015,50,VT,7195,7.195,2015-50,57,7.9221681723419035,0,0,26,3.6136205698401667,25,3.4746351633078527,4,0.5559416261292565
2015,51,VA,82706,82.706,2015-51,753,9.104538969361352,2,0.024182042415302394,331,4.002128019732546,291,3.5184871714264987,15,0.18136531811476797
2015,53,WA,60187,60.187,2015-53,568,9.437253892036487,4,0.06645953445096117,268,4.4527888082143985,263,4.369714390150697,14,0.23260837057836412
2015,54,WV,19465,19.465,2015-54,268,13.768302080657591,2,0.10274852298998202,133,6.8327767788338045,113,5.805291548933984,1,0.05137426149499101
2015,55,WI,62527,62.527,2015-55,566,9.05208949733715,3,0.047979272954083836,237,3.790362563372623,270,4.318134565867545,15,0.23989636477041917
2015,56,WY,9694,9.694,2015-56,145,14.957705797400452,1,0.10315659170621001,70,7.220961419434701,54,5.570455952135341,0,0
